PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,Age,JERSEY,TEAM_NAME,POSITION,DRAFT_NUMBER,TEAM_CONFERENCE,HEADSHOT
1628365,Markelle Fultz,29-May-1998,25,20,Magic,Guard,1,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png
202693,Markieff Morris,2-Sep-1989,34,13,Mavericks,Forward,13,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202693.png
1630250,Marko Simonovic,15-Oct-1999,23,19,Bulls,Center,44,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630250.png
1628963,Marvin Bagley III,14-Mar-1999,24,35,Pistons,Forward,2,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628963.png
203486,Mason Plumlee,5-Mar-1990,33,44,Clippers,Forward-Center,22,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203486.png
1629680,Matisse Thybulle,4-Mar-1997,26,4,Trail Blazers,Guard-Forward,20,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629680.png
1630346,Matt Ryan,17-Apr-1997,26,37,Timberwolves,Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630346.png
203521,Matthew Dellavedova,8-Sep-1990,33,8,Kings,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203521.png
1631108,Max Christie,10-Feb-2003,20,10,Lakers,Guard,35,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631108.png
1629622,Max Strus,28-Mar-1996,27,1,Cavaliers,Guard-Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png
1628467,Maxi Kleber,29-Jan-1992,31,42,Mavericks,Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628467.png
1630593,McKinley Wright IV,25-Oct-1998,24,23,Mavericks,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630593.png
203086,Meyers Leonard,27-Feb-1992,31,3,Bucks,Forward-Center,11,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203086.png
1629662,Mfiondu Kabengele,14-Aug-1997,26,28,Celtics,Center,27,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629662.png
1630695,Micah Potter,6-Apr-1998,25,25,Jazz,Center,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630695.png
203487,Michael Carter-Williams,10-Oct-1991,31,11,Magic,Guard,11,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203487.png
1629008,Michael Porter Jr.,29-Jun-1998,25,1,Nuggets,Forward,14,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629008.png
1628969,Mikal Bridges,30-Aug-1996,27,1,Nets,Guard-Forward,10,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628969.png
201144,Mike Conley,11-Oct-1987,35,10,Timberwolves,Guard,4,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png
203488,Mike Muscala,1-Jul-1991,32,35,Wizards,Forward-Center,44,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203488.png
1630540,Miles McBride,8-Sep-2000,23,2,Knicks,Guard,36,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png
1629011,Mitchell Robinson,1-Apr-1998,25,23,Knicks,Center-Forward,36,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629011.png
1628964,Mo Bamba,12-May-1998,25,7,76ers,Center,6,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628964.png
1628420,Monte Morris,27-Jun-1995,28,22,Pistons,Guard,51,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628420.png
1626149,Montrezl Harrell,26-Jan-1994,29,5,76ers,Forward-Center,32,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626149.png
1629021,Moritz Wagner,26-Apr-1997,26,21,Magic,Forward-Center,25,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png
1629650,Moses Brown,13-Oct-1999,23,0,Trail Blazers,Center,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629650.png
1630541,Moses Moody,31-May-2002,21,4,Warriors,Guard,14,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630541.png
1631217,Moussa Diabate,21-Jan-2002,21,25,Clippers,Forward,43,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631217.png
1626167,Myles Turner,24-Mar-1996,27,33,Pacers,Center-Forward,11,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png
1630230,Naji Marshall,24-Jan-1998,25,8,Pelicans,Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630230.png
1629642,Nassir Little,11-Feb-2000,23,10,Trail Blazers,Forward-Guard,25,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629642.png
1630233,Nathan Knight,20-Sep-1997,25,13,Knicks,Forward-Center,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630233.png
1629675,Naz Reid,26-Aug-1999,24,11,Timberwolves,Center-Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629675.png
1629674,Neemias Queta,13-Jul-1999,24,88,Kings,Center,39,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png
203457,Nerlens Noel,10-Apr-1994,29,0,Kings,Center-Forward,6,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203457.png
1629651,Nic Claxton,17-Apr-1999,24,33,Nets,Center,31,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png
1630208,Nick Richards,29-Nov-1997,25,4,Hornets,Center,42,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630208.png
1629638,Nickeil Alexander-Walker,2-Sep-1998,25,9,Timberwolves,Guard,17,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629638.png
201587,Nicolas Batum,14-Dec-1988,34,33,Clippers,Guard-Forward,25,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201587.png
203999,Nikola Jokic,19-Feb-1995,28,15,Nuggets,Center,41,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
1631107,Nikola Jovic,9-Jun-2003,20,5,Heat,Forward,27,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631107.png
202696,Nikola Vucevic,24-Oct-1990,32,9,Bulls,Center,16,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png
1626181,Norman Powell,25-May-1993,30,24,Clippers,Guard,46,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626181.png
1628384,O.G. Anunoby,17-Jul-1997,26,3,Raptors,Forward,23,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628384.png
1630167,Obi Toppin,4-Mar-1998,25,1,Pacers,Forward,8,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630167.png
1630534,Ochai Agbaji,20-Apr-2000,23,30,Jazz,Guard,14,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630534.png
1630846,Olivier Sarr,20-Feb-1999,24,30,Thunder,Center,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630846.png
1630209,Omer Yurtseven,19-Jun-1998,25,77,Jazz,Center,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630209.png
1630168,Onyeka Okongwu,11-Dec-2000,22,17,Hawks,Forward-Center,6,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630168.png
1631115,Orlando Robinson,10-Jul-2000,23,25,Heat,Center,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631115.png
1629052,Oshae Brissett,20-Jun-1998,25,12,Celtics,Forward-Guard,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png
203490,Otto Porter Jr.,3-Jun-1993,30,32,Raptors,Forward,3,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203490.png
1631172,Ousmane Dieng,21-May-2003,20,13,Thunder,Forward,11,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631172.png
200782,P.J. Tucker,5-May-1985,38,17,76ers,Forward,35,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png
1629023,P.J. Washington,23-Aug-1998,25,25,Hornets,Forward,12,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629023.png
1631094,Paolo Banchero,12-Nov-2002,20,5,Magic,Forward,1,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631094.png
1627783,Pascal Siakam,2-Apr-1994,29,43,Raptors,Forward,27,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627783.png
1626192,Pat Connaughton,6-Jan-1993,30,24,Bucks,Guard,41,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626192.png
1631116,Patrick Baldwin,18-Nov-2002,20,7,Wizards,Forward,28,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631116.png
201976,Patrick Beverley,12-Jul-1988,35,22,76ers,Guard,42,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201976.png
1630172,Patrick Williams,26-Aug-2001,22,44,Bulls,Forward,4,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630172.png
201988,Patty Mills,11-Aug-1988,35,8,Hawks,Guard,55,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201988.png
202331,Paul George,2-May-1990,33,13,Clippers,Forward,10,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202331.png
1630194,Paul Reed,14-Jun-1999,24,44,76ers,Forward,58,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630194.png
1630202,Payton Pritchard,28-Jan-1998,25,11,Celtics,Guard,26,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png
1631212,Peyton Watson,11-Sep-2002,21,8,Nuggets,Guard,30,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631212.png
1628408,PJ Dozier,25-Oct-1996,26,35,Kings,Guard-Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628408.png
1630173,Precious Achiuwa,19-Sep-1999,23,5,Raptors,Forward,20,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630173.png
1629656,Quentin Grimes,8-May-2000,23,6,Knicks,Guard,25,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png
1631245,Quenton Jackson,15-Sep-1998,24,29,Bulls,Guard,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631245.png
1630181,R.J. Hampton,7-Feb-2001,22,14,Pistons,Guard,24,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630181.png
203526,Raul Neto,19-May-1992,31,19,Cavaliers,Guard,47,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203526.png
203493,Reggie Bullock,16-Mar-1991,32,25,Spurs,Guard-Forward,25,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203493.png
202704,Reggie Jackson,16-Apr-1990,33,7,Nuggets,Guard,24,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202704.png
1626158,Richaun Holmes,15-Oct-1993,29,22,Mavericks,Forward,37,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626158.png
201937,Ricky Rubio,21-Oct-1990,32,13,Cavaliers,Guard,5,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201937.png
1629628,RJ Barrett,14-Jun-2000,23,9,Knicks,Forward-Guard,3,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629628.png
203496,Robert Covington,14-Dec-1990,32,23,Clippers,Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203496.png
1629057,Robert Williams III,17-Oct-1997,25,44,Celtics,Center-Forward,27,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629057.png
201577,Robin Lopez,1-Apr-1988,35,33,Bucks,Center,15,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png
203585,Rodney McGruder,29-Jul-1991,32,17,Pistons,Guard,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203585.png
1629641,Romeo Langford,25-Oct-1999,23,35,Jazz,Guard-Forward,14,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629641.png
1631199,Ron Harper Jr.,12-Apr-2000,23,8,Raptors,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631199.png
1626220,Royce O'Neale,5-Jun-1993,30,0,Nets,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626220.png
200752,Rudy Gay,17-Aug-1986,37,22,Jazz,Forward-Guard,8,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png
203497,Rudy Gobert,26-Jun-1992,31,27,Timberwolves,Center,27,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203497.png
1629060,Rui Hachimura,8-Feb-1998,25,28,Lakers,Forward,9,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629060.png
201566,Russell Westbrook,12-Nov-1988,34,0,Clippers,Guard,4,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png
1631157,Ryan Rollins,3-Jul-2002,21,9,Wizards,Guard,44,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631157.png
1630240,Saben Lee,23-Jun-1999,24,38,Suns,Guard,38,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630240.png
1630180,Saddiq Bey,9-Apr-1999,24,41,Hawks,Forward,19,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630180.png
1630573,Sam Hauser,8-Dec-1997,25,30,Celtics,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png
1630241,Sam Merrill,15-May-1996,27,5,Cavaliers,Guard,60,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630241.png
1630572,Sandro Mamukelashvili,23-May-1999,24,54,Spurs,Forward-Center,54,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630572.png
1630583,Santi Aldama,10-Jan-2001,22,7,Grizzlies,Forward-Center,30,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630583.png
1630567,Scottie Barnes,1-Aug-2001,22,4,Raptors,Forward,4,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630567.png
1630590,Scotty Pippen Jr.,10-Nov-2000,22,14,Lakers,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630590.png
203552,Seth Curry,23-Aug-1990,33,30,Mavericks,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203552.png
1631101,Shaedon Sharpe,30-May-2003,20,17,Trail Blazers,Guard,7,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631101.png
1628983,Shai Gilgeous-Alexander,12-Jul-1998,25,2,Thunder,Guard,11,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628983.png
1629003,Shake Milton,26-Sep-1996,26,18,Timberwolves,Guard-Forward,54,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629003.png
1631323,Simone Fontecchio,9-Dec-1995,27,16,Jazz,Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631323.png
203915,Spencer Dinwiddie,6-Apr-1993,30,26,Nets,Guard,38,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png
1630649,Stanley Umude,12-Apr-1999,24,14,Pistons,Guard,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630649.png
201939,Stephen Curry,14-Mar-1988,35,30,Warriors,Guard,7,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201939.png
203500,Steven Adams,20-Jul-1993,30,4,Grizzlies,Center,12,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203500.png
1629004,Svi Mykhailiuk,10-Jun-1997,26,17,Celtics,Guard-Forward,47,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png
204456,T.J. McConnell,25-Mar-1992,31,9,Pacers,Guard,,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204456.png
203933,T.J. Warren,5-Sep-1993,30,21,Suns,Forward,14,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png
201959,Taj Gibson,24-Jun-1985,38,67,Wizards,Forward,26,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201959.png
1629659,Talen Horton-Tucker,25-Nov-2000,22,0,Jazz,Guard,46,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629659.png
1631106,Tari Eason,10-May-2001,22,17,Rockets,Forward,17,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631106.png
1627752,Taurean Prince,22-Mar-1994,29,12,Lakers,Forward,12,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627752.png
1629611,Terance Mann,18-Oct-1996,26,14,Clippers,Guard-Forward,48,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png
1629056,Terence Davis,16-May-1997,26,3,Kings,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629056.png
203082,Terrence Ross,5-Feb-1991,32,8,Suns,Guard-Forward,8,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203082.png
1626179,Terry Rozier,17-Mar-1994,29,3,Hornets,Guard,16,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626179.png
1630678,Terry Taylor,23-Sep-1999,23,32,Bulls,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630678.png
201152,Thaddeus Young,21-Jun-1988,35,21,Raptors,Forward,12,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201152.png
203648,Thanasis Antetokounmpo,18-Jul-1992,31,43,Bucks,Forward,51,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203648.png
1630177,Theo Maledon,12-Jun-2001,22,9,Hornets,Guard,34,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630177.png
1629033,Theo Pinson,5-Nov-1995,27,1,Mavericks,Guard-Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629033.png
1628418,Thomas Bryant,31-Jul-1997,26,13,Heat,Center-Forward,42,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628418.png
203501,Tim Hardaway Jr.,16-Mar-1992,31,11,Mavericks,Guard-Forward,24,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png
202699,Tobias Harris,15-Jul-1992,31,12,76ers,Forward,19,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202699.png
1628470,Torrey Craig,19-Dec-1990,32,0,Bulls,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628470.png
1629027,Trae Young,19-Sep-1998,24,11,Hawks,Guard,5,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png
1630200,Tre Jones,8-Jan-2000,23,33,Spurs,Guard,41,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png
1630544,Tre Mann,3-Feb-2001,22,23,Thunder,Guard,18,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png
1630570,Trendon Watford,9-Nov-2000,22,9,Nets,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png
1630235,Trent Forrest,12-Jun-1998,25,2,Hawks,Guard,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630235.png
1631309,Trevor Hudgins,23-Mar-1999,24,12,Rockets,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631309.png
1631211,Trevor Keels,26-Aug-2003,20,3,Knicks,Guard,42,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631211.png
1626168,Trey Lyles,5-Nov-1995,27,41,Kings,Forward,12,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png
1630530,Trey Murphy III,18-Jun-2000,23,25,Pelicans,Forward,17,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630530.png
1628972,Troy Brown Jr.,28-Jul-1999,24,7,Timberwolves,Guard-Forward,15,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628972.png
1629660,Ty Jerome,8-Jul-1997,26,2,Cavaliers,Guard-Forward,24,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629660.png
1629639,Tyler Herro,20-Jan-2000,23,14,Heat,Guard,13,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629639.png
1630169,Tyrese Haliburton,29-Feb-2000,23,0,Pacers,Guard,12,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png
1631213,Tyrese Martin,7-Mar-1999,24,22,Hawks,Guard,51,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631213.png
1630178,Tyrese Maxey,4-Nov-2000,22,0,76ers,Guard,21,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630178.png
1631102,TyTy Washington Jr.,15-Nov-2001,21,,Bucks,Guard,29,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631102.png
1626145,Tyus Jones,10-May-1996,27,5,Wizards,Guard,24,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626145.png
1628962,Udoka Azubuike,17-Sep-1999,23,20,Suns,Center-Forward,27,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628962.png
2617,Udonis Haslem,9-Jun-1980,43,40,Heat,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2617.png
1630586,Usman Garuba,9-Mar-2002,21,16,Rockets,Forward,23,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630586.png
1630176,Vernon Carey Jr.,25-Feb-2001,22,13,Jazz,Center,32,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630176.png
203506,Victor Oladipo,4-May-1992,31,,Thunder,Guard,2,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203506.png
1631246,Vince Williams Jr.,30-Aug-2000,23,5,Grizzlies,Guard,47,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631246.png
1630249,Vit Krejci,19-Jun-2000,23,27,Hawks,Guard,37,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png
1628427,Vlatko Cancar,10-Apr-1997,26,31,Nuggets,Forward,49,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628427.png
1631117,Walker Kessler,26-Jul-2001,22,24,Jazz,Center,22,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631117.png
1628976,Wendell Carter Jr.,16-Apr-1999,24,34,Magic,Center-Forward,7,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628976.png
1631111,Wendell Moore Jr.,18-Sep-2001,21,7,Timberwolves,Guard,26,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631111.png
1629117,Wenyen Gabriel,26-Mar-1997,26,35,Lakers,Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629117.png
202083,Wesley Matthews,14-Oct-1986,36,23,Hawks,Guard,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png
203115,Will Barton,6-Jan-1991,32,1,Raptors,Guard,40,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203115.png
1626195,Willy Hernangomez,27-May-1994,29,9,Pelicans,Center-Forward,35,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626195.png
1641645,Xavier Cooks,19-Aug-1995,28,12,Wizards,Forward,Undrafted,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641645.png
1629875,Xavier Moon,2-Jan-1995,28,15,Clippers,Guard,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629875.png
1630214,Xavier Tillman,12-Jan-1999,24,2,Grizzlies,Forward,35,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png
1629139,Yuta Watanabe,13-Oct-1994,28,18,Suns,Guard-Forward,Undrafted,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629139.png
1628380,Zach Collins,19-Nov-1997,25,23,Spurs,Forward-Center,10,West,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628380.png
203897,Zach LaVine,10-Mar-1995,28,8,Bulls,Guard,13,East,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png
